"name","city","country","country_code","iata","icao","latitude","longitude","altitude","apid","uid","timezone","dst","tz_id","type","source","airport_id","x","y","elevation","tz_database_timezone"
Salgado Filho Airport,Porto Alegre,Brazil,,POA,SBPA,-29.994400024414062,-51.1713981628418,11,2482,,-3.0,S,,airport,OurAirports,2599,,,,America/Sao_Paulo
Prefeito Doutor João Silva Filho Airport,Parnaiba,Brazil,,PHB,SBPB,-2.89374995232,-41.73199844359999,16,2483,,-3.0,S,,airport,OurAirports,2600,,,,America/Fortaleza
Poços de Caldas - Embaixador Walther Moreira Salles Airport,Pocos De Caldas,Brazil,,POO,SBPC,-21.843000411987,-46.567901611328,4135,2484,,-3.0,S,,airport,OurAirports,2601,,,,America/Sao_Paulo
Lauro Kurtz Airport,Passo Fundo,Brazil,,PFB,SBPF,-28.243999,-52.326599,2376,2485,,-3.0,S,,airport,OurAirports,2602,,,,America/Sao_Paulo
João Simões Lopes Neto International Airport,Pelotas,Brazil,,PET,SBPK,-31.718399,-52.327702,59,2486,,-3.0,S,,airport,OurAirports,2603,,,,America/Sao_Paulo
Senador Nilo Coelho Airport,Petrolina,Brazil,,PNZ,SBPL,-9.362409591674805,-40.56909942626953,1263,2487,,-3.0,S,,airport,OurAirports,2604,,,,America/Fortaleza
Porto Nacional Airport,Porto Nacional,Brazil,,PNB,SBPN,-10.719400405883789,-48.39970016479492,870,2488,,-3.0,S,,airport,OurAirports,2605,,,,America/Fortaleza
Ponta Porã Airport,Ponta Pora,Brazil,,PMG,SBPP,-22.54960060119629,-55.702598571777344,2156,2489,,-4.0,S,,airport,OurAirports,2606,,,,America/Campo_Grande
Governador Jorge Teixeira de Oliveira Airport,Porto Velho,Brazil,,PVH,SBPV,-8.70928955078125,-63.90230178833008,290,2490,,-4.0,S,,airport,OurAirports,2607,,,,America/Boa_Vista
Plácido de Castro Airport,Rio Branco,Brazil,,RBR,SBRB,-9.868888854980469,-67.89805603027344,633,2491,,-5.0,S,,airport,OurAirports,2609,,,,America/Rio_Branco
Guararapes - Gilberto Freyre International Airport,Recife,Brazil,,REC,SBRF,-8.126489639282227,-34.92359924316406,33,2492,,-3.0,S,,airport,OurAirports,2610,,,,America/Fortaleza
Rio Grande,Rio Grande,Brazil,,RIG,SBRG,-32.082617,-52.166542,27,2493,,-3.0,S,,unknown,Legacy,2611,,,,America/Sao_Paulo
Santos Dumont Airport,Rio De Janeiro,Brazil,,SDU,SBRJ,-22.910499572799996,-43.1631011963,11,2494,,-3.0,S,,airport,OurAirports,2612,,,,America/Sao_Paulo
Leite Lopes Airport,Ribeirao Preto,Brazil,,RAO,SBRP,-21.136388778686523,-47.776668548583984,1806,2495,,-3.0,S,,airport,OurAirports,2613,,,,America/Sao_Paulo
Santa Cruz Air Force Base,Rio De Janeiro,Brazil,,SNZ,SBSC,-22.9324,-43.719101,10,2496,,-3.0,S,,airport,OurAirports,2614,,,,America/Sao_Paulo
Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,Brazil,,SJK,SBSJ,-23.22920036315918,-45.86149978637695,2120,2497,,-3.0,S,,airport,OurAirports,2615,,,,America/Sao_Paulo
Marechal Cunha Machado International Airport,Sao Luis,Brazil,,SLZ,SBSL,-2.585360050201416,-44.234100341796875,178,2498,,-3.0,S,,airport,OurAirports,2616,,,,America/Fortaleza
Congonhas Airport,Sao Paulo,Brazil,,CGH,SBSP,-23.626110076904297,-46.65638732910156,2631,2499,,-3.0,S,,airport,OurAirports,2618,,,,America/Sao_Paulo
Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,Brazil,,SJP,SBSR,-20.816600799599996,-49.40650177,1784,2500,,-3.0,S,,airport,OurAirports,2619,,,,America/Sao_Paulo
Base Aérea de Santos Airport,Santos,Brazil,,SSZ,SBST,-23.928056716918945,-46.299720764160156,10,2501,,-3.0,S,,airport,OurAirports,2620,,,,America/Sao_Paulo
Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,,SSA,SBSV,-12.9086112976,-38.3224983215,64,2502,,-3.0,S,,airport,OurAirports,2621,,,,America/Fortaleza
Trombetas Airport,Oriximina,Brazil,,TMT,SBTB,-1.489599943161,-56.396800994873,287,2503,,-3.0,S,,airport,OurAirports,2622,,,,America/Belem
Senador Petrônio Portela Airport,Teresina,Brazil,,THE,SBTE,-5.0599398613,-42.8235015869,219,2504,,-3.0,S,,airport,OurAirports,2623,,,,America/Fortaleza
Tefé Airport,Tefe,Brazil,,TFF,SBTF,-3.38294005394,-64.7240982056,188,2505,,-4.0,S,,airport,OurAirports,2624,,,,America/Boa_Vista
Tarauacá Airport,Tarauaca,Brazil,,TRQ,SBTK,-8.1552600860596,-70.783302307129,646,2506,,-5.0,S,,airport,OurAirports,2625,,,,America/Rio_Branco
Telêmaco Borba Airport,Telemaco Borba,Brazil,,TEC,SBTL,-24.317800521850586,-50.6515998840332,2610,2507,,-3.0,S,,airport,OurAirports,2626,,,,America/Sao_Paulo
Tiriós Airport,Obidos Tirios,Brazil,,"",SBTS,2.22347,-55.946098,1127,2508,,-3.0,S,,airport,OurAirports,2627,,,,America/Belem
Tabatinga Airport,Tabatinga,Brazil,,TBT,SBTT,-4.2556700706482,-69.93579864502,279,2509,,-4.0,S,,airport,OurAirports,2628,,,,America/Boa_Vista
Tucuruí Airport,Tucurui,Brazil,,TUR,SBTU,-3.7860100269318,-49.72029876709,830,2510,,-3.0,S,,airport,OurAirports,2629,,,,America/Belem
São Gabriel da Cachoeira Airport,Sao Gabriel,Brazil,,SJL,SBUA,-0.14835,-66.9855,251,2511,,-4.0,S,,airport,OurAirports,2630,,,,America/Boa_Vista
Paulo Afonso Airport,Paulo Alfonso,Brazil,,PAV,SBUF,-9.4008798599243,-38.250598907471,883,2512,,-3.0,S,,airport,OurAirports,2631,,,,America/Fortaleza
Rubem Berta Airport,Uruguaiana,Brazil,,URG,SBUG,-29.7821998596,-57.0382003784,256,2513,,-3.0,S,,airport,OurAirports,2632,,,,America/Sao_Paulo
Ten. Cel. Aviador César Bombonato Airport,Uberlandia,Brazil,,UDI,SBUL,-18.883612,-48.225277,3094,2514,,-3.0,S,,airport,OurAirports,2633,,,,America/Sao_Paulo
Urubupunga,Castilho,Brazil,,"",SBUP,-20.777067,-51.564761,1169,2515,,-3.0,S,,unknown,Legacy,2634,,,,America/Sao_Paulo
Mário de Almeida Franco Airport,Uberaba,Brazil,,UBA,SBUR,-19.764722824097,-47.966110229492,2655,2516,,-3.0,S,,airport,OurAirports,2635,,,,America/Sao_Paulo
Major Brigadeiro Trompowsky Airport,Varginha,Brazil,,VAG,SBVG,-21.5900993347,-45.4733009338,3025,2517,,-3.0,S,,airport,OurAirports,2636,,,,America/Sao_Paulo
Brigadeiro Camarão Airport,Vilhena,Brazil,,BVH,SBVH,-12.694399833679,-60.098300933838,2018,2518,,-4.0,S,,airport,OurAirports,2637,,,,America/Boa_Vista
Eurico de Aguiar Salles Airport,Vitoria,Brazil,,VIX,SBVT,-20.258057,-40.286388,11,2519,,-3.0,S,,airport,OurAirports,2638,,,,America/Sao_Paulo
Iauaretê Airport,Iauarete,Brazil,,"",SBYA,0.6075000166893,-69.18579864502,345,2520,,-4.0,S,,airport,OurAirports,2639,,,,America/Boa_Vista
Campo Fontenelle Airport,Piracununga,Brazil,,QPS,SBYS,-21.984600067138672,-47.334800720214844,1968,2521,,-3.0,S,,airport,OurAirports,2640,,,,America/Sao_Paulo
Chacalluta Airport,Arica,Chile,,ARI,SCAR,-18.348499,-70.338699,167,2522,,-4.0,S,,airport,OurAirports,2641,,,,America/Santiago
Balmaceda Airport,Balmaceda,Chile,,BBA,SCBA,-45.916099548339844,-71.68949890136719,1722,2523,,-4.0,S,,airport,OurAirports,2642,,,,America/Santiago
El Bosque Airport,Santiago,Chile,,"",SCBQ,-33.561798095703125,-70.68840026855469,1844,2524,,-4.0,S,,airport,OurAirports,2643,,,,America/Santiago
Chile Chico Airport,Chile Chico,Chile,,CCH,SCCC,-46.58330154418945,-71.6874008178711,1070,2525,,-4.0,S,,airport,OurAirports,2644,,,,America/Santiago
El Loa Airport,Calama,Chile,,CJC,SCCF,-22.498199462890625,-68.90360260009766,7543,2526,,-4.0,S,,airport,OurAirports,2645,,,,America/Santiago
Gral. Bernardo O´Higgins Airport,Chillan,Chile,,YAI,SCCH,-36.58250045776367,-72.03140258789062,495,2527,,-4.0,S,,airport,OurAirports,2646,,,,America/Santiago
Pdte. Carlos Ibañez del Campo Airport,Punta Arenas,Chile,,PUQ,SCCI,-53.002602,-70.854599,139,2528,,-4.0,S,,airport,OurAirports,2647,,,,America/Santiago
Teniente Vidal Airport,Coyhaique,Chile,,GXQ,SCCY,-45.594200134277344,-72.1061019897461,1020,2529,,-4.0,S,,airport,OurAirports,2648,,,,America/Santiago
Diego Aracena Airport,Iquique,Chile,,IQQ,SCDA,-20.535200119018555,-70.1812973022461,155,2530,,-4.0,S,,airport,OurAirports,2649,,,,America/Santiago
Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,,SCL,SCEL,-33.393001556396484,-70.78579711914062,1555,2531,,-4.0,S,,airport,OurAirports,2650,,,,America/Santiago
Andrés Sabella Gálvez International Airport,Antofagasta,Chile,,ANF,SCFA,-23.444501,-70.445099,455,2532,,-4.0,S,,airport,OurAirports,2651,,,,America/Santiago
Capitan Fuentes Martinez Airport Airport,Porvenir,Chile,,WPR,SCFM,-53.253700256347656,-70.31919860839844,104,2533,,-4.0,S,,airport,OurAirports,2652,,,,America/Santiago
Futaleufú Airport,Futaleufu,Chile,,FFU,SCFT,-43.18920135498047,-71.8510971069336,1148,2534,,-4.0,S,,airport,OurAirports,2653,,,,America/Santiago
María Dolores Airport,Los Angeles,Chile,,LSQ,SCGE,-37.40169906616211,-72.42539978027344,374,2535,,-4.0,S,,airport,OurAirports,2654,,,,America/Santiago
Guardiamarina Zañartu Airport,Puerto Williams,Chile,,WPU,SCGZ,-54.93109893798828,-67.62629699707031,88,2536,,-4.0,S,,airport,OurAirports,2655,,,,America/Santiago
Carriel Sur Airport,Concepcion,Chile,,CCP,SCIE,-36.772701,-73.063103,26,2537,,-4.0,S,,airport,OurAirports,2656,,,,America/Santiago
Mataveri Airport,Easter Island,Chile,,IPC,SCIP,-27.1648006439,-109.42199707,227,2538,,-6.0,S,,airport,OurAirports,2657,,,,Pacific/Easter
Cañal Bajo Carlos - Hott Siebert Airport,Osorno,Chile,,ZOS,SCJO,-40.61119842529297,-73.06099700927734,187,2539,,-4.0,S,,airport,OurAirports,2658,,,,America/Santiago
Vallenar Airport,Vallenar,Chile,,VLR,SCLL,-28.596399307250977,-70.75599670410156,1725,2540,,-4.0,S,,airport,OurAirports,2659,,,,America/Santiago
De La Independencia Airport,Rancagua,Chile,,QRC,SCRG,-34.17369842529297,-70.77570343017578,1446,2541,,-4.0,S,,airport,OurAirports,2660,,,,America/Santiago
Teniente Rodolfo Marsh Martin Base,Isla Rey Jorge,Antarctica,,TNM,SCRM,-62.1907997131,-58.9866981506,147,2542,,12.0,U,,airport,OurAirports,2661,,,,Antarctica/South_Pole
La Florida Airport,La Serena,Chile,,LSC,SCSE,-29.916201,-71.199501,481,2543,,-4.0,S,,airport,OurAirports,2662,,,,America/Santiago
Eulogio Sánchez Airport,Santiago,Chile,,"",SCTB,-33.456298828125,-70.54669952392578,2129,2544,,-4.0,S,,airport,OurAirports,2663,,,,America/Santiago
Maquehue Airport,Temuco,Chile,,PZS,SCTC,-38.766799926758,-72.637100219727,304,2545,,-4.0,S,,airport,OurAirports,2664,,,,America/Santiago
El Tepual Airport,Puerto Montt,Chile,,PMC,SCTE,-41.438899993896484,-73.09400177001953,294,2546,,-4.0,S,,airport,OurAirports,2665,,,,America/Santiago
Chaitén Airport,Chaiten,Chile,,WCH,SCTN,-42.93280029296875,-72.6990966796875,13,2547,,-4.0,S,,airport,OurAirports,2666,,,,America/Santiago
Pichoy Airport,Valdivia,Chile,,ZAL,SCVD,-39.6500015259,-73.0860977173,59,2548,,-4.0,S,,airport,OurAirports,2667,,,,America/Santiago
Chachoán Airport,Ambato,Ecuador,,ATF,SEAM,-1.2120699882507324,-78.57460021972656,8502,2549,,-5.0,U,,airport,OurAirports,2668,,,,America/Guayaquil
Hacienda Clementina Airport,Clementia,Ecuador,,"",SECM,-1.7062699794769287,-79.37889862060547,328,2550,,-5.0,U,,airport,OurAirports,2669,,,,America/Guayaquil
Francisco De Orellana Airport,Coca,Ecuador,,OCC,SECO,-0.4628860056400299,-76.98680114746094,834,2551,,-5.0,U,,airport,OurAirports,2670,,,,America/Guayaquil
Mariscal Lamar Airport,Cuenca,Ecuador,,CUE,SECU,-2.88947,-78.984398,8306,2552,,-5.0,U,,airport,OurAirports,2671,,,,America/Guayaquil
Seymour Airport,Galapagos,Ecuador,,GPS,SEGS,-0.45375800132751465,-90.26589965820312,207,2553,,-6.0,U,,airport,OurAirports,2672,,,,Pacific/Galapagos
José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,,GYE,SEGU,-2.1574199199699997,-79.88359832760001,19,2554,,-5.0,U,,airport,OurAirports,2673,,,,America/Guayaquil
Gualaquiza Airport,Gualaquiza,Ecuador,,"",SEGZ,-3.4232099056243896,-78.56700134277344,2640,2555,,-5.0,U,,airport,OurAirports,2674,,,,America/Guayaquil
Atahualpa Airport,Ibarra,Ecuador,,"",SEIB,0.33841899037361145,-78.13639831542969,7304,2556,,-5.0,U,,airport,OurAirports,2675,,,,America/Guayaquil
Km 192 Airport,Km-192,Ecuador,,"",SEKK,0.18420299887657166,-79.39199829101562,1247,2557,,-5.0,U,,airport,OurAirports,2676,,,,America/Guayaquil
Hacienda La Julia Airport,La Julia,Ecuador,,"",SELJ,-1.7043800354003906,-79.55229949951172,50,2558,,-5.0,U,,airport,OurAirports,2677,,,,America/Guayaquil
Cotopaxi International Airport,Latacunga,Ecuador,,LTX,SELT,-0.906833,-78.615799,9205,2559,,-5.0,U,,airport,OurAirports,2678,,,,America/Guayaquil
Jose Maria Velasco Ibarra Airport,Macara,Ecuador,,MRR,SEMA,-4.37823009491,-79.94100189210002,1508,2560,,-5.0,U,,airport,OurAirports,2679,,,,America/Guayaquil
Coronel E Carvajal Airport,Macas,Ecuador,,XMS,SEMC,-2.2991700172424316,-78.12079620361328,3452,2561,,-5.0,U,,airport,OurAirports,2680,,,,America/Guayaquil
General Manuel Serrano Airport,Machala,Ecuador,,MCH,SEMH,-3.2689,-79.961601,11,2562,,-5.0,U,,airport,OurAirports,2681,,,,America/Guayaquil
El Carmen Airport,Montalvo,Ecuador,,"",SEMO,-2.067009925842285,-76.97570037841797,960,2563,,-5.0,U,,airport,OurAirports,2682,,,,America/Guayaquil
Eloy Alfaro International Airport,Manta,Ecuador,,MEC,SEMT,-0.9460780024528503,-80.67880249023438,48,2564,,-5.0,U,,airport,OurAirports,2683,,,,America/Guayaquil
Maragrosa Airport,Maragrosa,Ecuador,,"",SEMX,-2.851099967956543,-79.80359649658203,18,2565,,-5.0,U,,airport,OurAirports,2684,,,,America/Guayaquil
Amable Calle Gutierrez Airport,Pasaje,Ecuador,,"",SEPS,-3.3196699619293213,-79.76920318603516,22,2566,,-5.0,U,,airport,OurAirports,2685,,,,America/Guayaquil
Reales Tamarindos Airport,Portoviejo,Ecuador,,PVO,SEPV,-1.0416500568389893,-80.47219848632812,130,2567,,-5.0,U,,airport,OurAirports,2686,,,,America/Guayaquil
Quevedo Airport,Quevedo,Ecuador,,"",SEQE,-0.9894000291824341,-79.46510314941406,350,2568,,-5.0,U,,airport,OurAirports,2687,,,,America/Guayaquil
Mariscal Sucre International Airport,Quito,Ecuador,,UIO,SEQM,-0.129166666667,-78.3575,7841,2569,,-5.0,U,,airport,OurAirports,2688,,,,America/Guayaquil
Chimborazo Airport,Riobamba,Ecuador,,"",SERB,-1.6534299850463867,-78.65609741210938,9151,2570,,-5.0,U,,airport,OurAirports,2689,,,,America/Guayaquil
Santa Rosa International Airport,Santa Rosa,Ecuador,,ETR,SERO,-3.441986,-79.996957,20,2571,,-5.0,U,,airport,OurAirports,2690,,,,America/Guayaquil
General Ulpiano Paez Airport,Salinas,Ecuador,,SNC,SESA,-2.20499,-80.988899,18,2572,,-5.0,U,,airport,OurAirports,2691,,,,America/Guayaquil
Santo Domingo de Los Colorados Airport,Santo Domingo,Ecuador,,"",SESD,-0.2482219934463501,-79.21440124511719,1714,2573,,-5.0,U,,airport,OurAirports,2692,,,,America/Guayaquil
Taura Airport,Taura,Ecuador,,"",SETA,-2.261039972305298,-79.6801986694336,56,2574,,-5.0,U,,airport,OurAirports,2694,,,,America/Guayaquil
Mayor Galo Torres Airport,Tena,Ecuador,,"",SETE,-0.9867669939994812,-77.81950378417969,1708,2575,,-5.0,U,,airport,OurAirports,2695,,,,America/Guayaquil
Tarapoa Airport,Tarapoa,Ecuador,,TPC,SETR,-0.12295600026845932,-76.33779907226562,814,2576,,-5.0,U,,airport,OurAirports,2696,,,,America/Guayaquil
Teniente Coronel Luis a Mantilla Airport,Tulcan,Ecuador,,TUA,SETU,0.8095059990882874,-77.70809936523438,9649,2577,,-5.0,U,,airport,OurAirports,2697,,,,America/Guayaquil
Silvio Pettirossi International Airport,Asuncion,Paraguay,,ASU,SGAS,-25.239999771118164,-57.52000045776367,292,2578,,-4.0,S,,airport,OurAirports,2699,,,,America/Asuncion
Juan De Ayolas Airport,Ayolas,Paraguay,,AYO,SGAY,-27.370554,-56.854064,223,2579,,-4.0,S,,airport,OurAirports,2700,,,,America/Asuncion
Teniente Col Carmelo Peralta Airport,Conception,Paraguay,,CIO,SGCO,-23.442363,-57.427253,253,2580,,-4.0,S,,airport,OurAirports,2701,,,,America/Asuncion
Itaipú Airport,Itaipu,Paraguay,,"",SGIB,-25.407519,-54.619377,762,2581,,-4.0,S,,airport,OurAirports,2702,,,,America/Asuncion
Dr. Luis Maria Argaña International Airport,Mariscal Estigarribia,Paraguay,,ESG,SGME,-22.049999237060547,-60.619998931884766,553,2582,,-4.0,S,,airport,OurAirports,2703,,,,America/Asuncion
Carlos Miguel Gimenez Airport,Pilar,Paraguay,,PIL,SGPI,-26.881224,-58.318026,249,2583,,-4.0,S,,airport,OurAirports,2704,,,,America/Asuncion
El Eden Airport,Armenia,Colombia,,AXM,SKAR,4.45278,-75.7664,3990,2584,,-5.0,U,,airport,OurAirports,2705,,,,America/Bogota
Tres De Mayo Airport,Puerto Asis,Colombia,,PUU,SKAS,0.505228,-76.5008,815,2585,,-5.0,U,,airport,OurAirports,2706,,,,America/Bogota
Las Flores Airport,El Banco,Colombia,,ELB,SKBC,9.04554,-73.9749,111,2586,,-5.0,U,,airport,OurAirports,2707,,,,America/Bogota
Palonegro Airport,Bucaramanga,Colombia,,BGA,SKBG,7.1265,-73.1848,3897,2587,,-5.0,U,,airport,OurAirports,2708,,,,America/Bogota
El Dorado International Airport,Bogota,Colombia,,BOG,SKBO,4.70159,-74.1469,8361,2588,,-5.0,U,,airport,OurAirports,2709,,,,America/Bogota
Ernesto Cortissoz International Airport,Barranquilla,Colombia,,BAQ,SKBQ,10.8896,-74.7808,98,2589,,-5.0,U,,airport,OurAirports,2710,,,,America/Bogota
José Celestino Mutis Airport,Bahia Solano,Colombia,,BSC,SKBS,6.20292,-77.3947,80,2590,,-5.0,U,,airport,OurAirports,2711,,,,America/Bogota
Gerardo Tobar López Airport,Buenaventura,Colombia,,BUN,SKBU,3.81963,-76.9898,48,2591,,-5.0,U,,airport,OurAirports,2712,,,,America/Bogota
Camilo Daza International Airport,Cucuta,Colombia,,CUC,SKCC,7.92757,-72.5115,1096,2592,,-5.0,U,,airport,OurAirports,2713,,,,America/Bogota
Rafael Nuñez International Airport,Cartagena,Colombia,,CTG,SKCG,10.4424,-75.513,4,2593,,-5.0,U,,airport,OurAirports,2714,,,,America/Bogota
Alfonso Bonilla Aragon International Airport,Cali,Colombia,,CLO,SKCL,3.54322,-76.3816,3162,2594,,-5.0,U,,airport,OurAirports,2715,,,,America/Bogota
La Florida Airport,Tumaco,Colombia,,TCO,SKCO,1.81442,-78.7492,8,2595,,-5.0,U,,airport,OurAirports,2716,,,,America/Bogota
Las Brujas Airport,Corozal,Colombia,,CZU,SKCZ,9.33274,-75.2856,528,2596,,-5.0,U,,airport,OurAirports,2717,,,,America/Bogota
Yariguíes Airport,Barrancabermeja,Colombia,,EJA,SKEJ,7.02433,-73.8068,412,2597,,-5.0,U,,airport,OurAirports,2718,,,,America/Bogota
Gustavo Artunduaga Paredes Airport,Florencia,Colombia,,FLA,SKFL,1.58919,-75.5644,803,2598,,-5.0,U,,airport,OurAirports,2719,,,,America/Bogota
Santiago Vila Airport,Girardot,Colombia,,GIR,SKGI,4.27624,-74.7967,900,2599,,-5.0,U,,airport,OurAirports,2720,,,,America/Bogota
Juan Casiano Airport,Guapi,Colombia,,GPI,SKGP,2.57013,-77.8986,164,2600,,-5.0,U,,airport,OurAirports,2722,,,,America/Bogota
Guaymaral Airport,Guaymaral,Colombia,,"",SKGY,4.81233,-74.0649,8390,2601,,-5.0,U,,airport,OurAirports,2723,,,,America/Bogota
Perales Airport,Ibague,Colombia,,IBE,SKIB,4.42161,-75.1333,2999,2602,,-5.0,U,,airport,OurAirports,2724,,,,America/Bogota
San Luis Airport,Ipiales,Colombia,,IPI,SKIP,0.861925,-77.6718,9765,2603,,-5.0,U,,airport,OurAirports,2725,,,,America/Bogota
Antonio Roldan Betancourt Airport,Carepa,Colombia,,APO,SKLC,7.81196,-76.7164,46,2604,,-5.0,U,,airport,OurAirports,2726,,,,America/Bogota
Jorge Isaac Airport,La Mina,Colombia,,MCJ,SKLM,11.2325,-72.4901,281,2605,,-5.0,U,,airport,OurAirports,2727,,,,America/Bogota
Alfredo Vásquez Cobo International Airport,Leticia,Colombia,,LET,SKLT,-4.19355,-69.9432,277,2606,,-5.0,U,,airport,OurAirports,2728,,,,America/Bogota
Enrique Olaya Herrera Airport,Medellin,Colombia,,EOH,SKMD,6.220549,-75.590582,4949,2607,,-5.0,U,,airport,OurAirports,2729,,,,America/Bogota
Baracoa Airport,Magangue,Colombia,,MGN,SKMG,9.28474,-74.8461,178,2608,,-5.0,U,,airport,OurAirports,2730,,,,America/Bogota
Los Garzones Airport,Monteria,Colombia,,MTR,SKMR,8.82374,-75.8258,36,2609,,-5.0,U,,airport,OurAirports,2731,,,,America/Bogota
Fabio Alberto Leon Bentley Airport,Mitu,Colombia,,MVP,SKMU,1.25366,-70.2339,680,2610,,-5.0,U,,airport,OurAirports,2732,,,,America/Bogota
La Nubia Airport,Manizales,Colombia,,MZL,SKMZ,5.0296,-75.4647,6871,2611,,-5.0,U,,airport,OurAirports,2733,,,,America/Bogota
Benito Salas Airport,Neiva,Colombia,,NVA,SKNV,2.95015,-75.294,1464,2612,,-5.0,U,,airport,OurAirports,2734,,,,America/Bogota
Aguas Claras Airport,Ocana,Colombia,,OCV,SKOC,8.31506,-73.3583,3850,2613,,-5.0,U,,airport,OurAirports,2735,,,,America/Bogota
Otu Airport,Otu,Colombia,,OTU,SKOT,7.01037,-74.7155,2060,2614,,-5.0,U,,airport,OurAirports,2736,,,,America/Bogota
Puerto Bolívar Airport,Puerto Bolivar,Colombia,,"",SKPB,12.2215,-71.9848,90,2615,,-5.0,U,,airport,OurAirports,2737,,,,America/Bogota
German Olano Airport,Puerto Carreno,Colombia,,PCR,SKPC,6.18472,-67.4932,177,2616,,-5.0,U,,airport,OurAirports,2738,,,,America/Bogota
Matecaña International Airport,Pereira,Colombia,,PEI,SKPE,4.81267,-75.7395,4416,2617,,-5.0,U,,airport,OurAirports,2739,,,,America/Bogota
Pitalito Airport,Pitalito,Colombia,,PTX,SKPI,1.85777,-76.0857,4212,2618,,-5.0,U,,airport,OurAirports,2740,,,,America/Bogota
Guillermo León Valencia Airport,Popayan,Colombia,,PPN,SKPP,2.4544,-76.6093,5687,2619,,-5.0,U,,airport,OurAirports,2741,,,,America/Bogota
Antonio Narino Airport,Pasto,Colombia,,PSO,SKPS,1.39625,-77.2915,5951,2620,,-5.0,U,,airport,OurAirports,2742,,,,America/Bogota
El Embrujo Airport,Providencia,Colombia,,PVA,SKPV,13.3569,-81.3583,10,2621,,-5.0,U,,airport,OurAirports,2743,,,,America/Bogota
Mariquita Airport,Mariquita,Colombia,,MQU,SKQU,5.21256,-74.8836,1531,2622,,-5.0,U,,airport,OurAirports,2744,,,,America/Bogota
Jose Maria Córdova International Airport,Rio Negro,Colombia,,MDE,SKRG,6.16454,-75.4231,6955,2623,,-5.0,U,,airport,OurAirports,2745,,,,America/Bogota
Almirante Padilla Airport,Rio Hacha,Colombia,,RCH,SKRH,11.5262,-72.926,43,2624,,-5.0,U,,airport,OurAirports,2746,,,,America/Bogota
Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,Colombia,,SJE,SKSJ,2.57969,-72.6394,605,2625,,-5.0,U,,airport,OurAirports,2747,,,,America/Bogota
Simón Bolívar International Airport,Santa Marta,Colombia,,SMR,SKSM,11.1196,-74.2306,22,2626,,-5.0,U,,airport,OurAirports,2748,,,,America/Bogota
Gustavo Rojas Pinilla International Airport,San Andres Island,Colombia,,ADZ,SKSP,12.5836,-81.7112,19,2627,,-5.0,U,,airport,OurAirports,2749,,,,America/Bogota
Eduardo Falla Solano Airport,San Vincente De Caguan,Colombia,,SVI,SKSV,2.15217,-74.7663,920,2628,,-5.0,U,,airport,OurAirports,2750,,,,America/Bogota
Gustavo Vargas Airport,Tame,Colombia,,TME,SKTM,6.45108,-71.7603,1050,2629,,-5.0,U,,airport,OurAirports,2751,,,,America/Bogota
Santiago Perez Airport,Arauca,Colombia,,AUC,SKUC,7.06888,-70.7369,420,2630,,-5.0,U,,airport,OurAirports,2752,,,,America/Bogota
El Caraño Airport,Quibdo,Colombia,,UIB,SKUI,5.69076,-76.6412,204,2631,,-5.0,U,,airport,OurAirports,2753,,,,America/Bogota
Heriberto Gíl Martínez Airport,Tulua,Colombia,,ULQ,SKUL,4.08836,-76.2351,3132,2632,,-5.0,U,,airport,OurAirports,2754,,,,America/Bogota
Alfonso López Pumarejo Airport,Valledupar,Colombia,,VUP,SKVP,10.435,-73.2495,483,2633,,-5.0,U,,airport,OurAirports,2755,,,,America/Bogota
Vanguardia Airport,Villavicencio,Colombia,,VVC,SKVV,4.16787,-73.6138,1394,2634,,-5.0,U,,airport,OurAirports,2756,,,,America/Bogota
Bermejo Airport,Bermejo,Bolivia,,BJO,SLBJ,-22.7733001709,-64.31289672850001,1249,2635,,-4.0,U,,airport,OurAirports,2758,,,,America/La_Paz
Jorge Wilsterman International Airport,Cochabamba,Bolivia,,CBB,SLCB,-17.421100616455078,-66.1771011352539,8360,2636,,-4.0,U,,airport,OurAirports,2759,,,,America/La_Paz
Chimore Airport,Chapacura,Bolivia,,CCA,SLCH,-16.976834,-65.145568,875,2637,,-4.0,U,,airport,OurAirports,2760,,,,America/La_Paz
Capitán Aníbal Arab Airport,Cobija,Bolivia,,CIJ,SLCO,-11.040399551400002,-68.7829971313,889,2638,,-4.0,U,,airport,OurAirports,2761,,,,America/La_Paz
El Alto International Airport,La Paz,Bolivia,,LPB,SLLP,-16.5132999420166,-68.19229888916016,13355,2639,,-4.0,U,,airport,OurAirports,2762,,,,America/La_Paz
Juan Mendoza Airport,Oruro,Bolivia,,ORU,SLOR,-17.962600708,-67.0762023926,12152,2640,,-4.0,U,,airport,OurAirports,2763,,,,America/La_Paz
Capitan Nicolas Rojas Airport,Potosi,Bolivia,,POI,SLPO,-19.5431003571,-65.72370147710001,12913,2641,,-4.0,U,,airport,OurAirports,2764,,,,America/La_Paz
