"name","city","country","country_code","iata","icao","latitude","longitude","altitude","apid","uid","timezone","dst","tz_id","type","source","airport_id","x","y","elevation","tz_database_timezone"
Capitán Av. Salvador Ogaya G. airport,Puerto Suarez,Bolivia,,PSZ,SLPS,-18.975301,-57.820599,440,2642,,-4.0,U,,airport,OurAirports,2765,,,,America/La_Paz
Santa Ana Del Yacuma Airport,Santa Ana,Bolivia,,SBL,SLSA,-13.762200355500001,-65.4352035522,472,2643,,-4.0,U,,airport,OurAirports,2766,,,,America/La_Paz
Juana Azurduy De Padilla Airport,Sucre,Bolivia,,SRE,SLSU,-19.007099151611328,-65.2886962890625,9540,2644,,-4.0,U,,airport,OurAirports,2767,,,,America/La_Paz
Capitan Oriel Lea Plaza Airport,Tarija,Bolivia,,TJA,SLTJ,-21.5557003021,-64.7013015747,6079,2645,,-4.0,U,,airport,OurAirports,2768,,,,America/La_Paz
Teniente Av. Jorge Henrich Arauz Airport,Trinidad,Bolivia,,TDD,SLTR,-14.8186998367,-64.9179992676,509,2646,,-4.0,U,,airport,OurAirports,2769,,,,America/La_Paz
Teniente Coronel Rafael Pabón Airport,Villa Montes,Bolivia,,VLM,SLVM,-21.255199432399998,-63.4056015015,1305,2647,,-4.0,U,,airport,OurAirports,2770,,,,America/La_Paz
Viru Viru International Airport,Santa Cruz,Bolivia,,VVI,SLVR,-17.6448,-63.135399,1224,2648,,-4.0,U,,airport,OurAirports,2771,,,,America/La_Paz
Yacuiba Airport,Yacuiba,Bolivia,,BYC,SLYA,-21.960899353027344,-63.65169906616211,2112,2649,,-4.0,U,,airport,OurAirports,2772,,,,America/La_Paz
Johan Adolf Pengel International Airport,Zandery,Suriname,,PBM,SMJP,5.4528298377999995,-55.1878013611,59,2650,,-3.0,U,,airport,OurAirports,2773,,,,America/Paramaribo
Cayenne-Rochambeau Airport,Cayenne,French Guiana,,CAY,SOCA,4.819809913639999,-52.360401153599994,26,2651,,-3.0,U,,airport,OurAirports,2774,,,,America/Cayenne
Sopot Railway Station,Sopot,Poland,,"","",54.44,18.5625,51,8940,,1.0,E,,station,User,10380,,,,""
Saint-Georges-de-l'Oyapock Airport,St.-georges Oyapock,French Guiana,,OYP,SOOG,3.89759993553,-51.8041000366,46,2652,,-3.0,U,,airport,OurAirports,2775,,,,America/Cayenne
Huancabamba Airport,Huancabamba,Peru,,"",SPAB,-5.256770133972168,-79.44290161132812,6312,2653,,-5.0,U,,airport,OurAirports,2776,,,,America/Lima
Alferez FAP Alfredo Vladimir Sara Bauer Airport,Andoas,Peru,,AOP,SPAS,-2.79612994194,-76.46659851070001,728,2654,,-5.0,U,,airport,OurAirports,2777,,,,America/Lima
Teniente General Gerardo Pérez Pinedo Airport,Atalaya,Peru,,"",SPAY,-10.7291002274,-73.7665023804,751,2655,,-5.0,U,,airport,OurAirports,2778,,,,America/Lima
Iberia Airport,Iberia,Peru,,IBP,SPBR,-11.411600112915039,-69.48870086669922,750,2656,,-5.0,U,,airport,OurAirports,2780,,,,America/Lima
Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,,PCL,SPCL,-8.37794017791748,-74.57430267333984,513,2657,,-5.0,U,,airport,OurAirports,2781,,,,America/Lima
Teniente FAP Jaime A De Montreuil Morales Airport,Chimbote,Peru,,CHM,SPEO,-9.149609565734863,-78.5238037109375,69,2658,,-5.0,U,,airport,OurAirports,2782,,,,America/Lima
Puerto Esperanza Airport,Puerto Esperanza,Peru,,"",SPEP,-9.7681303024292,-70.70649719238281,725,2659,,-5.0,U,,airport,OurAirports,2783,,,,America/Lima
Cesar Torke Podesta Airport,Moquegua,Peru,,"",SPEQ,-17.179000854492188,-70.93080139160156,4480,2660,,-5.0,U,,airport,OurAirports,2784,,,,America/Lima
Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo,Peru,,CIX,SPHI,-6.787479877471924,-79.8281021118164,97,2661,,-5.0,U,,airport,OurAirports,2785,,,,America/Lima
Coronel FAP Alfredo Mendivil Duarte Airport,Ayacucho,Peru,,AYP,SPHO,-13.154800415039062,-74.20439910888672,8917,2662,,-5.0,U,,airport,OurAirports,2786,,,,America/Lima
Andahuaylas Airport,Andahuaylas,Peru,,ANS,SPHY,-13.706399917602539,-73.35040283203125,11300,2663,,-5.0,U,,airport,OurAirports,2787,,,,America/Lima
Comandante FAP German Arias Graziani Airport,Anta,Peru,,ATA,SPHZ,-9.347439765930176,-77.59839630126953,9097,2664,,-5.0,U,,airport,OurAirports,2788,,,,America/Lima
Jorge Chávez International Airport,Lima,Peru,,LIM,SPIM,-12.0219,-77.114305,113,2665,,-5.0,U,,airport,OurAirports,2789,,,,America/Lima
Juanjui Airport,Juanjui,Peru,,JJI,SPJI,-7.169099807739258,-76.72859954833984,1148,2666,,-5.0,U,,airport,OurAirports,2790,,,,America/Lima
Francisco Carle Airport,Jauja,Peru,,JAU,SPJJ,-11.7831001282,-75.47339630130001,11034,2667,,-5.0,U,,airport,OurAirports,2791,,,,America/Lima
Inca Manco Capac International Airport,Juliaca,Peru,,JUL,SPJL,-15.467100143432617,-70.158203125,12552,2668,,-5.0,U,,airport,OurAirports,2792,,,,America/Lima
Ilo Airport,Ilo,Peru,,ILQ,SPLO,-17.69499969482422,-71.34400177001953,72,2669,,-5.0,U,,airport,OurAirports,2794,,,,America/Lima
Las Palmas Air Base,Las Palmas,Peru,,"",SPLP,-12.16069984436,-76.998901367188,250,2670,,-5.0,U,,airport,OurAirports,2795,,,,America/Lima
Capitan FAP Pedro Canga Rodriguez Airport,Tumbes,Peru,,TBP,SPME,-3.55253005027771,-80.38140106201172,115,2671,,-5.0,U,,airport,OurAirports,2796,,,,America/Lima
Moises Benzaquen Rengifo Airport,Yurimaguas,Peru,,YMS,SPMS,-5.893770217895508,-76.11820220947266,587,2672,,-5.0,U,,airport,OurAirports,2797,,,,America/Lima
Collique Airport,Collique,Peru,,"",SPOL,-11.92870044708252,-77.06109619140625,410,2673,,-5.0,U,,airport,OurAirports,2799,,,,America/Lima
Chachapoyas Airport,Chachapoyas,Peru,,CHH,SPPY,-6.201809883117676,-77.8561019897461,8333,2674,,-5.0,U,,airport,OurAirports,2800,,,,America/Lima
Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,Peru,,IQT,SPQT,-3.7847399711608887,-73.30879974365234,306,2675,,-5.0,U,,airport,OurAirports,2801,,,,America/Lima
Rodríguez Ballón International Airport,Arequipa,Peru,,AQP,SPQU,-16.3411006927,-71.5830993652,8405,2676,,-5.0,U,,airport,OurAirports,2802,,,,America/Lima
Capitán FAP Leonardo Alvariño Herr Airport,San Ramon,Peru,,"",SPRM,-11.128600120544434,-75.35050201416016,2600,2677,,-5.0,U,,airport,OurAirports,2803,,,,America/Lima
Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,,TRU,SPRU,-8.08141040802002,-79.10880279541016,106,2678,,-5.0,U,,airport,OurAirports,2804,,,,America/Lima
Capitán FAP Renán Elías Olivera International Airport,Pisco,Peru,,PIO,SPSO,-13.74489974975586,-76.22029876708984,39,2679,,-5.0,U,,airport,OurAirports,2805,,,,America/Lima
Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,Peru,,TPP,SPST,-6.508739948272705,-76.37319946289062,869,2680,,-5.0,U,,airport,OurAirports,2806,,,,America/Lima
Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,Peru,,TCQ,SPTN,-18.053300857500002,-70.2758026123,1538,2681,,-5.0,U,,airport,OurAirports,2807,,,,America/Lima
Padre Aldamiz International Airport,Puerto Maldonado,Peru,,PEM,SPTU,-12.6135997772,-69.2285995483,659,2682,,-5.0,U,,airport,OurAirports,2808,,,,America/Lima
Capitán FAP Guillermo Concha Iberico International Airport,Piura,Peru,,PIU,SPUR,-5.20574998856,-80.61640167239999,120,2683,,-5.0,U,,airport,OurAirports,2809,,,,America/Lima
Capitan Montes Airport,Talara,Peru,,TYL,SPYL,-4.5766401290894,-81.254096984863,282,2684,,-5.0,U,,airport,OurAirports,2810,,,,America/Lima
Alejandro Velasco Astete International Airport,Cuzco,Peru,,CUZ,SPZO,-13.535699844400002,-71.9387969971,10860,2685,,-5.0,U,,airport,OurAirports,2812,,,,America/Lima
Angel S Adami Airport,Montevideo,Uruguay,,"",SUAA,-34.7892,-56.264702,174,2686,,-3.0,S,,airport,OurAirports,2813,,,,America/Montevideo
Santa Bernardina International Airport,Durazno,Uruguay,,DZO,SUDU,-33.3588981628418,-56.49919891357422,305,2687,,-3.0,S,,airport,OurAirports,2814,,,,America/Montevideo
Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,,MVD,SUMU,-34.838402,-56.0308,105,2688,,-3.0,S,,airport,OurAirports,2816,,,,America/Montevideo
Nueva Hesperides International Airport,Salto,Uruguay,,STY,SUSO,-31.438499450683594,-57.98529815673828,187,2689,,-3.0,S,,airport,OurAirports,2817,,,,America/Montevideo
Oswaldo Guevara Mujica Airport,Acarigua,Venezuela,,AGV,SVAC,9.553375244140625,-69.23786926269531,640,2690,,-4.0,U,,airport,OurAirports,2818,,,,America/Caracas
Anaco Airport,Anaco,Venezuela,,AAO,SVAN,9.430225372314453,-64.4707260131836,721,2691,,-4.0,U,,airport,OurAirports,2819,,,,America/Caracas
San Fernando de Atabapo Airport,San Fernando Deatabapo,Venezuela,,"",SVAT,4.05104017258,-67.6996994019,301,2692,,-4.0,U,,airport,OurAirports,2820,,,,America/Caracas
General José Antonio Anzoategui International Airport,Barcelona,Venezuela,,BLA,SVBC,10.111111,-64.692222,30,2693,,-4.0,U,,airport,OurAirports,2821,,,,America/Caracas
Barinas Airport,Barinas,Venezuela,,BNS,SVBI,8.615,-70.21416667,615,2694,,-4.0,U,,airport,OurAirports,2822,,,,America/Caracas
El Libertador Airbase,Maracaibo,Venezuela,,"",SVBL,10.183375358600001,-67.55731964110001,1450,2695,,-4.0,U,,airport,OurAirports,2823,,,,America/Caracas
Barquisimeto International Airport,Barquisimeto,Venezuela,,BRM,SVBM,10.042746543884277,-69.3586196899414,2042,2696,,-4.0,U,,airport,OurAirports,2824,,,,America/Caracas
"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",Ciudad Bolivar,Venezuela,,CBL,SVCB,8.12216091156,-63.5369567871,197,2697,,-4.0,U,,airport,OurAirports,2826,,,,America/Caracas
Caicara del Orinoco Airport,Caicara De Orinoco,Venezuela,,CXA,SVCD,7.625510215759277,-66.16280364990234,141,2698,,-4.0,U,,airport,OurAirports,2827,,,,America/Caracas
San Carlos Airport,San Carlos,Venezuela,,"",SVCJ,9.647720336914062,-68.57469940185547,512,2699,,-4.0,U,,airport,OurAirports,2828,,,,America/Caracas
Calabozo Airport,Calabozo,Venezuela,,CLZ,SVCL,8.92465591430664,-67.4170913696289,328,2700,,-4.0,U,,airport,OurAirports,2829,,,,America/Caracas
Canaima Airport,Canaima,Venezuela,,CAJ,SVCN,6.231988906860352,-62.85443115234375,1450,2701,,-4.0,U,,airport,OurAirports,2830,,,,America/Caracas
Carora Airport,Carora,Venezuela,,VCR,SVCO,10.175602912902832,-70.06521606445312,1437,2702,,-4.0,U,,airport,OurAirports,2831,,,,America/Caracas
General Francisco Bermúdez Airport,Carupano,Venezuela,,CUP,SVCP,10.660014152526855,-63.261680603027344,33,2703,,-4.0,U,,airport,OurAirports,2832,,,,America/Caracas
José Leonardo Chirinos Airport,Coro,Venezuela,,CZE,SVCR,11.41494369506836,-69.68090057373047,52,2704,,-4.0,U,,airport,OurAirports,2833,,,,America/Caracas
Oscar Machado Zuluaga Airport,Caracas,Venezuela,,"",SVCS,10.286110877990723,-66.81610870361328,2145,2705,,-4.0,U,,airport,OurAirports,2834,,,,America/Caracas
Cumaná (Antonio José de Sucre) Airport,Cumana,Venezuela,,CUM,SVCU,10.450332641601562,-64.1304702758789,14,2706,,-4.0,U,,airport,OurAirports,2835,,,,America/Caracas
Capitán Manuel Ríos Airbase,Carrizal,Venezuela,,"",SVCZ,9.372650146484375,-66.92279815673828,595,2707,,-4.0,U,,airport,OurAirports,2836,,,,America/Caracas
El Dorado Airport,El Dorado,Venezuela,,EOR,SVED,6.733333110809326,-61.58333206176758,318,2708,,-4.0,U,,airport,OurAirports,2837,,,,America/Caracas
Elorza Airport,Elorza,Venezuela,,EOZ,SVEZ,7.0833330154418945,-69.53333282470703,295,2709,,-4.0,U,,airport,OurAirports,2838,,,,America/Caracas
Guasdalito Airport,Guasdualito,Venezuela,,GDO,SVGD,7.233333110809326,-70.80000305175781,426,2710,,-4.0,U,,airport,OurAirports,2839,,,,America/Caracas
Guiria Airport,Guiria,Venezuela,,GUI,SVGI,10.574077606200001,-62.3126678467,42,2711,,-4.0,U,,airport,OurAirports,2840,,,,America/Caracas
Guanare Airport,Guanare,Venezuela,,GUQ,SVGU,9.026944160461426,-69.7551498413086,606,2712,,-4.0,U,,airport,OurAirports,2841,,,,America/Caracas
Higuerote Airport,Higuerote,Venezuela,,HGE,SVHG,10.462474,-66.092779,12,2713,,-4.0,U,,airport,OurAirports,2842,,,,America/Caracas
Andrés Miguel Salazar Marcano Airport,Isla De Coche,Venezuela,,ICC,SVIE,10.794432,-63.98159,10,2714,,-4.0,U,,airport,OurAirports,2843,,,,America/Caracas
Josefa Camejo International Airport,Paraguana,Venezuela,,LSP,SVJC,11.78077507019043,-70.15149688720703,75,2715,,-4.0,U,,airport,OurAirports,2844,,,,America/Caracas
San Juan de Los Morros Airport,San Juan De Los Morros,Venezuela,,"",SVJM,9.906952857971191,-67.379638671875,1404,2716,,-4.0,U,,airport,OurAirports,2845,,,,America/Caracas
La Fria Airport,La Fria,Venezuela,,LFR,SVLF,8.239167213439941,-72.27102661132812,305,2717,,-4.0,U,,airport,OurAirports,2846,,,,America/Caracas
La Orchila Airport,La Orchila,Venezuela,,"",SVLO,11.80720043182373,-66.17960357666016,5,2718,,-4.0,U,,airport,OurAirports,2847,,,,America/Caracas
La Chinita International Airport,Maracaibo,Venezuela,,MAR,SVMC,10.5582084656,-71.7278594971,239,2719,,-4.0,U,,airport,OurAirports,2848,,,,America/Caracas
Alberto Carnevalli Airport,Merida,Venezuela,,MRD,SVMD,8.582078,-71.161041,5007,2720,,-4.0,U,,airport,OurAirports,2849,,,,America/Caracas
Del Caribe Santiago Mariño International Airport,Porlamar,Venezuela,,PMV,SVMG,10.912603378295898,-63.96659851074219,74,2721,,-4.0,U,,airport,OurAirports,2850,,,,America/Caracas
Simón Bolívar International Airport,Caracas,Venezuela,,CCS,SVMI,10.601194,-66.991222,234,2722,,-4.0,U,,airport,OurAirports,2851,,,,America/Caracas
Maturín Airport,Maturin,Venezuela,,MUN,SVMT,9.75452995300293,-63.14739990234375,224,2723,,-4.0,U,,airport,OurAirports,2852,,,,America/Caracas
Cacique Aramare Airport,Puerto Ayacucho,Venezuela,,PYH,SVPA,5.6199898719788,-67.606101989746,245,2724,,-4.0,U,,airport,OurAirports,2853,,,,America/Caracas
General Bartolome Salom International Airport,Puerto Cabello,Venezuela,,PBL,SVPC,10.480500221252441,-68.072998046875,32,2725,,-4.0,U,,airport,OurAirports,2854,,,,America/Caracas
Paramillo Airport,San Cristobal,Venezuela,,SCI,SVPM,7.8013200759887695,-72.2029037475586,3314,2726,,-4.0,U,,airport,OurAirports,2855,,,,America/Caracas
General Manuel Carlos Piar International Airport,Guayana,Venezuela,,PZO,SVPR,8.288530349731445,-62.760398864746094,472,2727,,-4.0,U,,airport,OurAirports,2856,,,,America/Caracas
Palmarito Airport,Palmarito,Venezuela,,PTM,SVPT,7.566669940948486,-70.18329620361328,347,2728,,-4.0,U,,airport,OurAirports,2857,,,,America/Caracas
San Antonio Del Tachira Airport,San Antonio,Venezuela,,SVZ,SVSA,7.840829849243164,-72.439697265625,1312,2729,,-4.0,U,,airport,OurAirports,2858,,,,America/Caracas
Santa Bárbara de Barinas Airport,Santa Barbara,Venezuela,,SBB,SVSB,7.803514003753662,-71.16571807861328,590,2730,,-4.0,U,,airport,OurAirports,2859,,,,America/Caracas
Santa Elena de Uairen Airport,Santa Ana De Uairen,Venezuela,,SNV,SVSE,4.554999828338623,-61.150001525878906,2938,2731,,-4.0,U,,airport,OurAirports,2860,,,,America/Caracas
Mayor Buenaventura Vivas International Airport,Santo Domingo,Venezuela,,STD,SVSO,7.56538,-72.035103,1083,2732,,-4.0,U,,airport,OurAirports,2861,,,,America/Caracas
Sub Teniente Nestor Arias Airport,San Felipe,Venezuela,,SNF,SVSP,10.2787,-68.755203,761,2733,,-4.0,U,,airport,OurAirports,2862,,,,America/Caracas
San Fernando De Apure Airport,San Fernando De Apure,Venezuela,,SFD,SVSR,7.883319854736328,-67.44400024414062,154,2734,,-4.0,U,,airport,OurAirports,2863,,,,America/Caracas
San Tomé Airport,San Tome,Venezuela,,SOM,SVST,8.9451465606689,-64.151084899902,861,2735,,-4.0,U,,airport,OurAirports,2864,,,,America/Caracas
Santa Bárbara del Zulia Airport,Santa Barbara,Venezuela,,STB,SVSZ,8.974550247192383,-71.94325256347656,32,2736,,-4.0,U,,airport,OurAirports,2865,,,,America/Caracas
Tucupita Airport,Tucupita,Venezuela,,TUV,SVTC,9.088994026184082,-62.094173431396484,16,2737,,-4.0,U,,airport,OurAirports,2866,,,,America/Caracas
Tumeremo Airport,Tumeremo,Venezuela,,TMO,SVTM,7.24938,-61.52893,345,2738,,-4.0,U,,airport,OurAirports,2867,,,,America/Caracas
Arturo Michelena International Airport,Valencia,Venezuela,,VLN,SVVA,10.14973258972168,-67.92839813232422,1411,2739,,-4.0,U,,airport,OurAirports,2868,,,,America/Caracas
Dr. Antonio Nicolás Briceño Airport,Valera,Venezuela,,VLV,SVVL,9.34047794342041,-70.58406066894531,2060,2740,,-4.0,U,,airport,OurAirports,2870,,,,America/Caracas
Valle de La Pascua Airport,Valle De La Pascua,Venezuela,,VDP,SVVP,9.22202777863,-65.9935836792,410,2741,,-4.0,U,,airport,OurAirports,2871,,,,America/Caracas
Linden Airport,Linden,Guyana,,"",SYLD,5.96592,-58.270302,180,2742,,-4.0,U,,airport,OurAirports,2872,,,,America/Guyana
Lethem Airport,Lethem,Guyana,,LTM,SYLT,3.37276,-59.789398,351,2743,,-4.0,U,,airport,OurAirports,2873,,,,America/Guyana
V.C. Bird International Airport,Antigua,Antigua and Barbuda,,ANU,TAPA,17.1367,-61.792702,62,2744,,-4.0,U,,airport,OurAirports,2874,,,,America/Antigua
Sir Grantley Adams International Airport,Bridgetown,Barbados,,BGI,TBPB,13.0746002197,-59.4925003052,169,2745,,-4.0,U,,airport,OurAirports,2875,,,,America/Barbados
Canefield Airport,Canefield,Dominica,,DCF,TDCF,15.336700439453125,-61.3922004699707,13,2746,,-4.0,U,,airport,OurAirports,2876,,,,America/Dominica
Douglas-Charles Airport,Dominica,Dominica,,DOM,TDPD,15.547,-61.299999,73,2747,,-4.0,U,,airport,OurAirports,2877,,,,America/Dominica
Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,,FDF,TFFF,14.590999603271484,-61.00320053100586,16,2748,,-4.0,U,,airport,OurAirports,2878,,,,America/Martinique
L'Espérance Airport,St. Martin,Guadeloupe,,SFG,TFFG,18.099899291992,-63.047199249268,7,2749,,-4.0,U,,airport,OurAirports,2879,,,,""
Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,,PTP,TFFR,16.265301,-61.531799,36,2750,,-4.0,U,,airport,OurAirports,2881,,,,America/Guadeloupe
Point Salines International Airport,Point Salines,Grenada,,GND,TGPY,12.004199981689453,-61.78620147705078,41,2751,,-4.0,U,,airport,OurAirports,2882,,,,America/Grenada
Cyril E. King Airport,St. Thomas,Virgin Islands,,STT,TIST,18.337299346923828,-64.97339630126953,23,2752,,-4.0,U,,airport,OurAirports,2883,,,,America/St_Thomas
Henry E Rohlsen Airport,St. Croix Island,Virgin Islands,,STX,TISX,17.701900482177734,-64.79859924316406,74,2753,,-4.0,U,,airport,OurAirports,2884,,,,America/St_Thomas
Rafael Hernandez Airport,Aguadilla,Puerto Rico,,BQN,TJBQ,18.49489974975586,-67.12940216064453,237,2754,,-4.0,U,,airport,OurAirports,2885,,,,America/Puerto_Rico
Diego Jimenez Torres Airport,Fajardo,Puerto Rico,,FAJ,TJFA,18.308900833129883,-65.66190338134766,64,2755,,-4.0,U,,airport,OurAirports,2886,,,,America/Puerto_Rico
Fernando Luis Ribas Dominicci Airport,San Juan,Puerto Rico,,SIG,TJIG,18.45680046081543,-66.09809875488281,10,2756,,-4.0,U,,airport,OurAirports,2887,,,,America/Puerto_Rico
Eugenio Maria De Hostos Airport,Mayaguez,Puerto Rico,,MAZ,TJMZ,18.255699157714844,-67.14849853515625,28,2757,,-4.0,U,,airport,OurAirports,2888,,,,America/Puerto_Rico
Mercedita Airport,Ponce,Puerto Rico,,PSE,TJPS,18.00830078125,-66.56300354003906,29,2758,,-4.0,U,,airport,OurAirports,2889,,,,America/Puerto_Rico
Luis Munoz Marin International Airport,San Juan,Puerto Rico,,SJU,TJSJ,18.4393997192,-66.0018005371,9,2759,,-4.0,U,,airport,OurAirports,2890,,,,America/Puerto_Rico
Robert L. Bradshaw International Airport,Basse Terre,Saint Kitts and Nevis,,SKB,TKPK,17.311199188232422,-62.71870040893555,170,2760,,-4.0,U,,airport,OurAirports,2891,,,,America/St_Kitts
George F. L. Charles Airport,Castries,Saint Lucia,,SLU,TLPC,14.0202,-60.992901,22,2761,,-4.0,U,,airport,OurAirports,2893,,,,America/St_Lucia
Hewanorra International Airport,Hewandorra,Saint Lucia,,UVF,TLPL,13.7332,-60.952599,14,2762,,-4.0,U,,airport,OurAirports,2894,,,,America/St_Lucia
Queen Beatrix International Airport,Oranjestad,Aruba,,AUA,TNCA,12.5014,-70.015198,60,2763,,-4.0,U,,airport,OurAirports,2895,,,,America/Aruba
Flamingo International Airport,Kralendijk,Netherlands Antilles,,BON,TNCB,12.130999565124512,-68.26850128173828,20,2764,,-4.0,U,,airport,OurAirports,2896,,,,America/Curacao
Hato International Airport,Willemstad,Netherlands Antilles,,CUR,TNCC,12.1889,-68.959801,29,2765,,-4.0,U,,airport,OurAirports,2897,,,,America/Curacao
F. D. Roosevelt Airport,Oranjestad,Netherlands Antilles,,EUX,TNCE,17.49650001525879,-62.979400634765625,129,2766,,-4.0,U,,airport,OurAirports,2898,,,,America/Curacao
Princess Juliana International Airport,Philipsburg,Netherlands Antilles,,SXM,TNCM,18.041000366200002,-63.1088981628,13,2767,,-4.0,U,,airport,OurAirports,2899,,,,America/Curacao
Clayton J Lloyd International Airport,The Valley,Anguilla,,AXA,TQPF,18.2048,-63.055099,127,2768,,-4.0,U,,airport,OurAirports,2900,,,,America/Anguilla
Tobago-Crown Point Airport,Scarborough,Trinidad and Tobago,,TAB,TTCP,11.149700164794922,-60.83219909667969,38,2769,,-4.0,U,,airport,OurAirports,2901,,,,America/Port_of_Spain
Piarco International Airport,Port-of-spain,Trinidad and Tobago,,POS,TTPP,10.595399856567383,-61.33720016479492,58,2770,,-4.0,U,,airport,OurAirports,2902,,,,America/Port_of_Spain
Terrance B. Lettsome International Airport,Tortola,British Virgin Islands,,EIS,TUPJ,18.444799423217773,-64.54299926757812,15,2771,,-4.0,U,,airport,OurAirports,2903,,,,America/Tortola
Canouan Airport,Canouan Island,Saint Vincent and the Grenadines,,CIW,TVSC,12.699,-61.3424,11,2772,,-4.0,U,,airport,OurAirports,2905,,,,America/St_Vincent
Mustique Airport,Mustique,Saint Vincent and the Grenadines,,MQS,TVSM,12.887900352478027,-61.180198669433594,8,2773,,-4.0,U,,airport,OurAirports,2906,,,,America/St_Vincent
Argyle International Airport,Kingstown,Saint Vincent and the Grenadines,,SVD,TVSA,13.156695,-61.149945,136,2774,,-4.0,U,,airport,OurAirports,2907,,,,America/St_Vincent
Almaty Airport,Alma-ata,Kazakhstan,,ALA,UAAA,43.35210037231445,77.04049682617188,2234,2775,,6.0,U,,airport,OurAirports,2908,,,,Asia/Qyzylorda
Balkhash Airport,Balkhash,Kazakhstan,,BXH,UAAH,46.8932991027832,75.00499725341797,1446,2776,,6.0,U,,airport,OurAirports,2909,,,,Asia/Qyzylorda
Astana International Airport,Tselinograd,Kazakhstan,,TSE,UACC,51.02220153808594,71.46690368652344,1165,2777,,6.0,U,,airport,OurAirports,2910,,,,Asia/Qyzylorda
Taraz Airport,Dzhambul,Kazakhstan,,DMB,UADD,42.853599548339844,71.30359649658203,2184,2778,,6.0,U,,airport,OurAirports,2911,,,,Asia/Qyzylorda
Manas International Airport,Bishkek,Kyrgyzstan,,FRU,UAFM,43.0612983704,74.4776000977,2058,2779,,6.0,U,,airport,OurAirports,2912,,,,Asia/Bishkek
Osh Airport,Osh,Kyrgyzstan,,OSS,UAFO,40.6090011597,72.793296814,2927,2780,,6.0,U,,airport,OurAirports,2913,,,,Asia/Bishkek
Shymkent Airport,Chimkent,Kazakhstan,,CIT,UAII,42.364200592041016,69.47889709472656,1385,2781,,6.0,U,,airport,OurAirports,2914,,,,Asia/Qyzylorda
